id,rank,list,lemma,variants,pos,gender,sense_count,gloss,freq
core_000066,66,core,daar,,adv,,1,there,81.94
core_000067,67,core,jij,je,pron,,1,you,80.86
core_000068,68,core,vinden,,verb,,1,to find,83.26
core_000069,69,core,laten,,verb,,1,to let,80.14
core_000070,70,core,al,,pron,,1,all,80.08
core_000071,71,core,tegen,,prep,,1,"against, towards",79.77
core_000072,72,core,twee,,num,,1,two,79.73
core_000073,73,core,een,één,num,,1,one,79.69
core_000074,74,core,heel,,adj,,1,whole,79.11
core_000075,75,core,geven,,verb,,1,to give,78.66
core_000076,76,core,blijven,,verb,,1,to remain,78.38
core_000077,77,core,waar,,adv,,1,where,78.34
core_000078,78,core,toch,,adv,,1,yet,77.81
core_000079,79,core,ons,,pron,,2,us|our,77.64
core_000080,80,core,onder,,prep,,1,under,76.23
core_000081,81,core,weten,,verb,,1,to know,76.11
core_000082,82,core,zitten,,verb,,1,to sit,74.93
core_000083,83,core,dan,,conj,,1,than,73.82
core_000084,84,core,maar,,adv,,1,"but, only, just",73.64
core_000085,85,core,mens,,noun,de,1,human,73.56
core_000086,86,core,omdat,,conj,,1,because,73.41
core_000087,87,core,alleen,,adv,,1,alone,72.97
core_000088,88,core,nemen,,verb,,1,to take,72.42
core_000089,89,core,houden,,verb,,1,to hold,72.05
core_000090,90,core,nieuw,,adj,,1,new,71.52
core_000091,91,core,mogen,,verb,,1,to be allowed,71.06
core_000092,92,core,weer,,adv,,1,again,70.76
core_000093,93,core,tijd,,noun,de,1,time,70.73
core_000094,94,core,lang,,adj,,1,"long, tall",69.61
core_000095,95,core,af,,adv,,1,off,69.25
core_000096,96,core,liggen,,verb,,1,to lie,68.49
core_000097,97,core,dus,,adv,,1,so,68.46
core_000098,98,core,haar,,pron,,2,her|her (pos,67.7
core_000099,99,core,drie,,num,,1,three,67.67
core_000100,100,core,tussen,,prep,,1,between,67.5
core_000101,101,core,mij,me,pron,,1,me,67.36
core_000102,102,core,eens,,adv,,1,"once, (not) even",67.01
core_000103,103,core,volgen,,verb,,1,to follow,66.19
core_000104,104,core,dag,,noun,de,1,day,66.05
core_000105,105,core,zelf,,pron,,1,self,65.98
core_000106,106,core,mijn,m’n,pron,,1,my,65.72
core_000107,107,core,zoals,,conj,,1,as,65.7
core_000108,108,core,hem,’m,pron,,1,him,64.67
core_000109,109,core,mee,,adv,,1,with,64.48
core_000110,110,core,iets,,pron,,1,something,64.35
core_000111,111,core,hoe,,adv,,1,how,64.12
core_000112,112,core,denken,,verb,,1,to think,63.17
core_000113,113,core,zonder,,prep,,1,without,62.26
core_000114,114,core,want,,conj,,1,because,62.18
core_000115,115,core,hier,,adv,,1,here,62.06
core_000116,116,core,altijd,,adv,,1,always,61.6
core_000117,117,core,te,,adv,,1,too,61.6
core_000118,118,core,plaats,,noun,de,1,place,60.7
core_000119,119,core,enkel,,pron,,1,"a few, a single",60.19
core_000120,120,core,beginnen,,verb,,1,to start,60.02
core_000121,121,core,man,,noun,de,1,man,59.77
core_000122,122,core,week,,noun,de,1,week,59.44
core_000123,123,core,toe,,adv,,1,towards,59.02
core_000124,124,core,echt,,adj,,1,real,58.8
core_000125,125,core,keer,,noun,de,1,"time, occasion",58.8
core_000126,126,core,wie,,pron,,1,who,58.61
core_000127,127,core,werken,,verb,,1,to work,58.31
core_000128,128,core,volgens,,prep,,1,according to,58.24
core_000129,129,core,eigen,,adj,,1,own,57.93
core_000130,130,core,vooral,,adv,,1,especially,57.3
core_000131,131,core,zelfs,,adv,,1,even,56.66
core_000132,132,core,stellen,,verb,,1,to put,56.43
core_000133,133,core,brengen,,verb,,1,to bring,54.93
core_000134,134,core,zeker,,adj,,1,certain,54.86
core_000135,135,core,elk,,pron,,1,each,54.19
core_000136,136,core,net,,adv,,1,just,53.97
core_000137,137,core,lopen,,verb,,1,to walk,53.96
core_000138,138,core,klein,,adj,,1,little,53.64
core_000139,139,core,nooit,,adv,,1,never,53.62
core_000140,140,core,vragen,,verb,,1,to ask,53.58
core_000141,141,core,vallen,,verb,,1,to fall,53.56
core_000142,142,core,alles,,pron,,1,everything,52.57
core_000143,143,core,terug,,adv,,1,back,52.56
core_000144,144,core,horen,,verb,,1,to hear,52.08
core_000145,145,core,spelen,,verb,,1,to play,51.52
core_000146,146,core,uur,,noun,het,1,hour,51.25
core_000147,147,core,oud,,adj,,1,old,51.14
core_000148,148,core,hoog,,adj,,1,high,50.8
core_000149,149,core,even,,adv,,1,just,50.6
core_000150,150,core,tijdens,,prep,,1,during,50.13
core_000151,151,core,steeds,,adv,,1,always,49.9
core_000152,152,core,toen,,conj,,1,when,49.69
core_000153,153,core,vorig,,adj,,1,previous,49.15
core_000154,154,core,binnen,,prep,,1,within,48.46
core_000155,155,core,gewoon,,adj,,1,"usual, normal",48.35
core_000156,156,core,niets,,pron,,1,nothing,48.03
core_000157,157,core,snel,,adj,,1,fast,48.01
core_000158,158,core,kijken,,verb,,1,to look,47.83
core_000159,159,core,maand,,noun,de,1,month,47.68
core_000160,160,core,jong,,adj,,1,young,47.51
core_000161,161,core,halen,,verb,,1,to get,47.28
core_000162,162,core,lijken,,verb,,1,to seem,47.23
core_000163,163,core,zetten,,verb,,1,to put,47.08
core_000164,164,core,blijken,,verb,,1,to prove,46.67
core_000165,165,core,toen,,adv,,1,then,46.64
core_000166,166,core,weinig,,num,,1,"little, few",46.62
core_000167,167,core,eerst,,adv,,1,first,46.42
core_000168,168,core,elkaar,,pron,,1,each other,46.23
core_000169,169,core,mogelijk,,adj,,1,possible,46.22
core_000170,170,core,samen,,adv,,1,together,46.08
core_000171,171,core,kind,,noun,het,1,child,46.06
core_000172,172,core,werk,,noun,het,1,work,45.72
core_000173,173,core,land,,noun,het,1,country,45.43
core_000174,174,core,vrouw,,noun,de,1,woman,45.42
core_000175,175,core,hand,,noun,de,1,hand,44.98
core_000176,176,core,leven,,noun,het,1,life,44.97
core_000177,177,core,zo’n,,pron,,1,such a,44.84
core_000178,178,core,eind,einde,noun,het,1,end,44.58
core_000179,179,core,bestaan,,verb,,1,to exist,44.33
core_000180,180,core,rond,,prep,,1,around,44.21
core_000181,181,core,vaak,,adv,,1,often,44.07
core_000182,182,core,trekken,,verb,,1,to draw,43.75
core_000183,183,core,aantal,,noun,het,1,number,43.65
core_000184,184,core,achter,,prep,,1,behind,43.14
core_000185,185,core,natuurlijk,,adj,,1,natural,43.11
core_000186,186,core,naam,,noun,de,1,name,43.09
core_000187,187,core,laatst,,adj,,1,last,44.76
core_000188,188,core,deel,,noun,het,1,part,42.63
core_000189,189,core,belangrijk,,adj,,1,important,42.56
core_000190,190,core,misschien,,adv,,1,maybe,42.52
core_000191,191,core,gebeuren,,verb,,1,to happen,42.51
core_000192,192,core,iedereen,,pron,,1,everyone,42.43
core_000193,193,core,bijna,,adv,,1,almost,42.4
core_000194,194,core,probleem,,noun,het,1,problem,42.21
core_000195,195,core,vier,,num,,1,four,42.18
core_000196,196,core,sinds,,prep,,1,since,41.94
core_000197,197,core,erg,,adv,,1,very,41.68
core_000198,198,core,per,,prep,,1,"by, per",41.63
core_000199,199,core,geleden,,adj,,1,ago,41.49
core_000200,200,core,nodig,,adj,,1,necessary,40.91
core_000201,201,core,noemen,,verb,,1,to name,40.82
core_000202,202,core,vraag,,noun,de,1,question,40.8
core_000203,203,core,proberen,,verb,,1,to try,40.78
core_000204,204,core,zaak,,noun,de,2,case|business,40.68
core_000205,205,core,spreken,,verb,,1,to speak,40.59
core_000206,206,core,allemaal,,adv,,1,all,40.34
core_000207,207,core,pas,,adv,,1,only,40.2
core_000208,208,core,helemaal,,adv,,1,completely,40.01
core_000209,209,core,men,,pron,,1,"one, you",39.91
core_000210,210,core,kennen,,verb,,1,to know,39.89
core_000211,211,core,bekend,,adj,,1,(well-)known,39.83
core_000212,212,core,terwijl,,conj,,1,while,39.52
core_000213,213,core,huis,,noun,het,1,house,39.21
core_000214,214,core,geval,,noun,het,1,case,39.15
core_000215,215,core,duidelijk,,adj,,1,clear,39.07
core_000216,216,core,gebruiken,,verb,,1,to use,38.26
core_000217,217,core,vertellen,,verb,,1,to tell,38.21
core_000218,218,core,kort,,adj,,1,short,38.1
core_000219,219,core,vroeg,,adj,,1,early,38.09
core_000220,220,core,vanaf,,prep,,1,from,37.99
core_000221,221,core,weg,,adv,,1,gone,37.99
core_000222,222,core,eigenlijk,,adv,,1,actually,37.98
core_000223,223,core,via,,prep,,1,through,37.92
core_000224,224,core,iemand,,pron,,1,someone,37.87
core_000225,225,core,eerder,,adv,,1,sooner,37.83
core_000226,226,core,mooi,,adj,,1,nice,37.63
core_000227,227,core,schrijven,,verb,,1,to write,37.34
core_000228,228,core,vijf,,num,,1,five,37.16
core_000229,229,core,gisteren,,adv,,1,yesterday,37.13
core_000230,230,core,sterk,,adj,,1,strong,36.97
core_000231,231,core,paar,,noun,het,1,couple,36.69
core_000232,232,core,u,,pron,,1,you,36.54
core_000233,233,core,hen,,pron,,1,them,36.45
core_000234,234,core,vandaag,,adv,,1,today,35.99
core_000235,235,core,waarom,,adv,,1,why,35.97
core_000236,236,core,moment,,noun,het,1,"time, moment",35.91
core_000237,237,core,manier,,noun,de,1,way,35.76
core_000238,238,core,moeilijk,,adj,,1,difficult,35.44
core_000239,239,core,wereld,,noun,de,1,world,35.28
core_000240,240,core,opnieuw,,adv,,1,again,35.27
core_000241,241,core,daarom,,adv,,1,therefore,35.17
core_000242,242,core,geld,,noun,het,1,money,34.91
core_000243,243,core,zeer,,adv,,1,very,34.7
core_000244,244,core,soms,,adv,,1,sometimes,34.13
core_000245,245,core,groep,,noun,de,1,group,34.0
core_000246,246,core,stad,,noun,de,1,"town, city",33.91
core_000247,247,core,enig,,pron,,1,only,33.9
core_000248,248,core,ver,,adj,,1,far,33.78
core_000249,249,core,genoeg,,adv,,1,enough,33.77
core_000250,250,core,stuk,,noun,het,1,piece,33.77
core_000251,251,core,zwaar,,adj,,1,heavy,33.72
core_000252,252,core,zoeken,,verb,,1,to search,33.69
core_000253,253,core,kans,,noun,de,1,chance,33.67
core_000254,254,core,ja,,interj,,1,yes,33.48
core_000255,255,core,leggen,,verb,,1,to put,33.43
core_000256,256,core,waarin,,adv,,1,wherein,33.3
core_000257,257,core,tien,,num,,1,ten,33.23
core_000258,258,core,voelen,,verb,,1,to feel,33.09
core_000259,259,core,winnen,,verb,,1,to win,33.08
core_000260,260,core,begin,,noun,het,1,start,32.85
core_000261,261,core,vast,,adj,,1,"fixed, certain",32.8
core_000262,262,core,naast,,prep,,1,next to,32.76
core_000263,263,core,bijvoorbeeld,bv.,adv,,1,for example,32.37
core_000264,264,core,slecht,,adj,,1,bad,31.8
core_000265,265,core,verliezen,,verb,,1,to lose,31.77
core_000266,266,core,buiten,,prep,,1,outside,31.65
core_000267,267,core,zorgen,,verb,,1,to provide,31.64
core_000268,268,core,Nederlands,,adj,,1,Dutch,31.57
core_000269,269,core,oog,,noun,het,1,eye,31.5
core_000270,270,core,beetje,,noun,het,1,bit,31.41
core_000271,271,core,zoveel,,num,,1,so much,31.33
core_000272,272,core,zes,,num,,1,six,31.24
core_000273,273,core,meteen,,adv,,1,immediately,31.19
core_000274,274,core,bovendien,,adv,,1,also,31.05
core_000275,275,core,woord,,noun,het,1,word,30.9
core_000276,276,core,graag,,adv,,1,"gladly, with pleasure",30.68
core_000277,277,core,beide,,num,,1,both,30.59
core_000278,278,core,kiezen,,verb,,1,to choose,30.56
core_000279,279,core,hopen,,verb,,1,to hope,30.46
core_000280,280,core,laat,,adj,,1,late,30.43
core_000281,281,core,vol,,adj,,1,full,30.31
core_000282,282,core,daarna,,adv,,1,afterwards,30.18
core_000283,283,core,lezen,,verb,,1,to read,30.15
core_000284,284,core,verschillend,,adj,,1,different,29.91
core_000285,285,core,betalen,,verb,,1,to pay,29.82
core_000286,286,core,miljoen,,num,,1,million,29.7
core_000287,287,core,partij,,noun,de,1,party,29.54
core_000288,288,core,soort,,noun,de/het,1,kind of,29.49
core_000289,289,core,ooit,,adv,,1,one day,29.29
core_000290,290,core,ding,,noun,het,1,thing,29.2
core_000291,291,core,weg,,noun,de,1,road,29.1
core_000292,292,core,sommige,,pron,,1,some,29.08
core_000293,293,core,ieder,,pron,,1,each,28.79
core_000294,294,core,leiden,,verb,,1,to lead,28.72
core_000295,295,core,slechts,,adv,,1,only,28.54
core_000296,296,core,niemand,,pron,,1,nobody,28.52
core_000297,297,core,wachten,,verb,,1,to wait,28.39
core_000298,298,core,welk,,pron,,1,which,28.37
core_000299,299,core,sluiten,,verb,,1,to close,28.24
core_000300,300,core,boven,,prep,,1,above,28.23
core_000301,301,core,verwachten,,verb,,1,to expect,28.21
core_000302,302,core,nee,,interj,,1,no,28.07
core_000303,303,core,foto,,noun,de,1,photo,28.06
core_000304,304,core,wonen,,verb,,1,to live,27.89
core_000305,305,core,helpen,,verb,,1,to help,27.69
core_000306,306,core,punt,,noun,de,3,full stop|item|point,27.64
core_000307,307,core,raken,,verb,,1,"to touch, to hit",27.59
core_000308,308,core,leren,,verb,,1,to learn,27.4
core_000309,309,core,dezelfde,,pron,,1,same,27.36
core_000310,310,core,hard,,adj,,1,hard,27.36
core_000311,311,core,feit,,noun,het,1,fact,27.3
core_000312,312,core,leven,,verb,,1,to live,27.23
core_000313,313,core,titel,,noun,de,1,title,27.05
core_000314,314,core,reden,,noun,de,1,reason,27.02
core_000315,315,core,slaan,,verb,,1,to hit,27.01
core_000316,316,core,afgelopen,,adj,,1,last,26.93
core_000317,317,core,volledig,,adj,,1,full,26.8
core_000318,318,core,inderdaad,,adv,,1,indeed,26.75
core_000319,319,core,thuis,,adv,,1,at home,26.67
core_000320,320,core,half,,adj,,1,half,26.65
core_000321,321,core,open,,adj,,1,open,26.65
core_000322,322,core,vriend,,noun,de,1,friend,26.38
core_000323,323,core,langs,,prep,,1,past,26.19
core_000324,324,core,hoofd,,noun,het,1,head,26.15
core_000325,325,core,uiteindelijk,,adj,,1,final,26.1
core_000326,326,core,bedrijf,,noun,het,1,business,25.96
core_000327,327,core,kant,,noun,de,1,side,25.95
core_000328,328,core,voorbij,,adj,,1,past,25.9
core_000329,329,core,rijden,,verb,,1,to drive,25.63
core_000330,330,core,gemakkelijk,makkelijk,adj,,1,easy,25.52
core_000331,331,core,zodat,,conj,,1,so that,25.42
core_000332,332,core,vrij,,adj,,1,free,36.36
core_000333,333,core,politie,,noun,de,1,police,25.22
core_000334,334,core,verhaal,,noun,het,1,story,25.22
core_000335,335,core,artikel,,noun,het,2,"article|product, object",25.19
core_000336,336,core,boek,,noun,het,1,book,25.17
core_000337,337,core,onderzoek,,noun,het,1,research,25.14
core_000338,338,core,kopen,,verb,,1,to buy,24.94
core_000339,339,core,zowel,,adv,,1,both,24.93
core_000340,340,core,betekenen,,verb,,1,to mean,24.91
core_000341,341,core,bezig,,adj,,1,busy,24.86
core_000342,342,core,gevolg,,noun,het,1,result,24.67
core_000343,343,core,school,,noun,de,1,school,24.66
core_000344,344,core,hangen,,verb,,1,to hang,24.64
core_000345,345,core,plan,,noun,het,1,plan,24.49
core_000346,346,core,wanneer,,conj,,1,when,29.34
core_000347,347,core,daarmee,,adv,,1,with it,24.25
core_000348,348,core,extra,,adj,,1,additional,24.24
core_000349,349,core,pakken,,verb,,1,to take,24.12
core_000350,350,core,nadat,,conj,,1,after,24.08
core_000351,351,core,ruim,,adj,,1,spacious,23.98
core_000352,352,core,voeren,,verb,,1,"to have, to carry out",23.93
core_000353,353,core,ongeveer,,adv,,1,about,23.89
core_000354,354,core,idee,,noun,de/het,1,idea,23.88
core_000355,355,core,zin,,noun,de,2,sentence|sense,23.74
core_000356,356,core,zondag,,noun,de,1,Sunday,23.72
core_000357,357,core,geloven,,verb,,1,to believe,23.63
core_000358,358,core,zaterdag,,noun,de,1,Saturday,23.41
core_000359,359,core,hoeven,,verb,,1,to need (to),23.39
core_000360,360,core,staat,,noun,de,1,state,23.3
core_000361,361,core,veranderen,,verb,,1,to change,23.29
core_000362,362,core,leuk,,adj,,1,nice,23.14
core_000363,363,core,bieden,,verb,,1,to offer,23.13
core_000364,364,core,auto,,noun,de,1,car,23.11
core_000365,365,core,rest,,noun,de,1,rest,23.1
core_000366,366,core,vader,,noun,de,1,father,22.88
core_000367,367,core,familie,,noun,de,1,family,22.87
core_000368,368,core,precies,,adj,,1,exact,22.82
core_000369,369,core,steken,,verb,,2,to stab|to put,22.78
core_000370,370,core,trouwens,,adv,,1,anyway,22.76
core_000371,371,core,begrijpen,,verb,,1,to understand,22.7
core_000372,372,core,moeder,,noun,de,1,mother,22.7
core_000373,373,core,stoppen,,verb,,1,to stop,22.64
core_000374,374,core,lid,,noun,het,1,member,22.57
core_000375,375,core,leveren,,verb,,1,to supply,22.43
core_000376,376,core,laag,,adj,,1,low,22.42
core_000377,377,core,tonen,,verb,,1,to show,22.37
core_000378,378,core,waarbij,,adv,,1,in which,22.36
core_000379,379,core,praten,,verb,,1,to talk,22.26
core_000380,380,core,vorm,,noun,de,1,form,22.26
core_000381,381,core,zichzelf,,pron,,1,"herself, himself, itself, yourself, themselves",22.26
core_000382,382,core,hetzelfde,,pron,,1,the same,22.19
core_000383,383,core,juist,,adv,,1,really; on the contrary,22.1
core_000384,384,core,meter,,noun,de,1,metre,22.08
core_000385,385,core,rol,,noun,de,1,role,21.98
core_000386,386,core,prijs,,noun,de,1,price,21.9
core_000387,387,core,tellen,,verb,,1,to count,21.86
core_000388,388,core,reageren,,verb,,1,to react,21.85
core_000389,389,core,waarvan,,adv,,1,whose,21.82
core_000390,390,core,jongen,,noun,de,1,boy,21.81
core_000391,391,core,waarop,,adv,,1,on which,21.72
core_000392,392,core,dienst,,noun,de,1,service,21.71
core_000393,393,core,ervan,,adv,,1,of it,21.7
core_000394,394,core,draaien,,verb,,1,to turn,21.54
core_000395,395,core,roepen,,verb,,1,to call,21.53
core_000396,396,core,daarvoor,,adv,,1,"therefore, for that",21.49
core_000397,397,core,gelukkig,,adj,,1,happy,21.48
core_000398,398,core,sturen,,verb,,1,to send,21.45
core_000399,399,core,dragen,,verb,,1,to carry,21.44
core_000400,400,core,verkopen,,verb,,1,to sell,21.42
core_000401,401,core,resultaat,,noun,het,1,result,21.41
core_000402,402,core,minuut,,noun,de,1,minute,21.34
core_000403,403,core,niks,,pron,,1,nothing,21.32
core_000404,404,core,verdwijnen,,verb,,1,to disappear,21.2
core_000405,405,core,daarbij,,adv,,1,"with it, besides",21.17
core_000406,406,core,totaal,,adj,,1,total,21.12
core_000407,407,core,meestal,,adv,,1,mostly,21.01
core_000408,408,core,succes,,noun,het,1,success,20.99
core_000409,409,core,besluiten,,verb,,1,to decide,20.96
core_000410,410,core,kosten,,verb,,1,to cost,20.86
core_000411,411,core,straat,,noun,de,1,street,20.81
core_000412,412,core,ouder,,noun,de,1,parent,20.75
core_000413,413,core,organiseren,,verb,,1,to organize,20.72
core_000414,414,core,bijzonder,,adj,,1,special,20.68
core_000415,415,core,acht,,num,,1,eight,20.66
core_000416,416,core,duren,,verb,,1,to last,20.65
core_000417,417,core,water,,noun,het,1,water,20.64
core_000418,418,core,wijzen,,verb,,1,to point,20.59
core_000419,419,core,terecht,,adj,,1,"correct, deserved",20.53
core_000420,420,core,vormen,,verb,,1,to form,20.53
core_000421,421,core,persoon,,noun,de,1,person,20.49
core_000422,422,core,waarschijnlijk,,adv,,1,probably,20.47
core_000423,423,core,zeven,,num,,1,seven,20.47
core_000424,424,core,waardoor,,adv,,1,as a result of which,20.42
core_000425,425,core,klinken,,verb,,1,to sound,20.27
core_000426,426,core,periode,,noun,de,1,period,20.23
core_000427,427,core,merken,,verb,,1,to notice,20.21
core_000428,428,core,helft,,noun,de,1,half,20.2
core_000429,429,core,recht,,noun,het,1,right,20.16
core_000430,430,core,opzetten,,verb,,1,to set up,20.15
core_000431,431,core,gebruik,,noun,het,1,use,20.09
core_000432,432,core,gevoel,,noun,het,1,feeling,20.09
core_000433,433,core,beeld,,noun,het,1,statue,19.96
core_000434,434,core,grand,,noun,de,1,ground,19.94
core_000435,435,core,normaal,,adj,,1,normal,19.84
core_000436,436,core,bouwen,,verb,,1,to build,19.83
core_000437,437,core,zoon,,noun,de,1,son,19.8
core_000438,438,core,deur,,noun,de,1,door,19.79
core_000439,439,core,rood,,adj,,1,red,19.79
core_000440,440,core,ontstaan,,verb,,1,to start,19.76
core_000441,441,core,meisje,,noun,het,1,girl,19.71
core_000442,442,core,enorm,,adj,,1,enormous,19.62
core_000443,443,core,nacht,,noun,de,1,night,19.55
core_000444,444,core,hoewel,,conj,,1,although,19.45
core_000445,445,core,uw,,pron,,1,your,19.45
core_000446,446,core,gelijk,,adj,,1,equal,20.23
core_000447,447,core,vergeten,,verb,,1,to forget,19.39
core_000448,448,core,bereiken,,verb,,1,to reach,19.26
core_000449,449,core,algemeen,,adj,,1,general,19.18
core_000450,450,core,passen,,verb,,1,to suit,19.09
core_000451,451,core,richten (zich),,verb,,1,to focus,18.92
core_000452,452,core,verschil,,noun,het,1,difference,18.9
core_000453,453,core,programma,,noun,het,1,"programme, program",18.64
core_000454,454,core,lachen,,verb,,1,to laugh,18.63
core_000455,455,core,groeien,,verb,,1,to grow,18.62
core_000456,456,core,verdienen,,verb,,1,to earn,18.55
core_000457,457,core,verschijnen,,verb,,1,to appear,18.53
core_000458,458,core,krant,,noun,de,1,newspaper,18.42
core_000459,459,core,eten,,verb,,1,to eat,18.34
core_000460,460,core,nummer,,noun,het,1,number,18.32
core_000461,461,core,belang,,noun,het,1,importance,18.25
core_000462,462,core,jullie,,pron,,1,you,18.23
core_000463,463,core,situatie,,noun,de,1,situation,18.13
core_000464,464,core,kilometer,,noun,de,1,kilometre,18.12
core_000465,465,core,toekomst,,noun,de,1,future,18.11
core_000466,466,core,zwart,,adj,,1,black,18.11
core_000467,467,core,verklaren,,verb,,1,to explain,18.08
core_000468,468,core,honderd,,num,,1,hundred,18.07
core_000469,469,core,bepaald,,adj,,1,certain,18.0
core_000470,470,core,aandacht,,noun,de,1,attention,17.99
core_000471,471,core,waarmee,,adv,,1,with which,17.91
core_000472,472,core,daardoor,,adv,,1,therefore,17.88
core_000473,473,core,speciaal,,adj,,1,special,17.81
core_000474,474,core,beslissen,,verb,,1,to decide,17.8
core_000475,475,core,bepalen,,verb,,1,to determine,17.74
core_000476,476,core,dochter,,noun,de,1,daughter,17.66
core_000477,477,core,plaatsen,,verb,,1,to place,17.66
core_000478,478,core,stem,,noun,de,2,voice|vote,17.63
core_000479,479,core,Frans,,adj,,1,French,17.56
core_000480,480,core,dienen,,verb,,1,to serve (as),17.51
core_000481,481,core,gebied,,noun,het,1,area,17.49
core_000482,482,core,richting,,noun,de,1,direction,17.49
core_000483,483,core,vertrekken,,verb,,1,to leave,17.48
core_000484,484,core,openen,,verb,,1,to open,17.47
core_000485,485,core,voorkomen,,verb,,2,to occur|to prevent,17.39
core_000486,486,core,dood,,noun,de,1,death,17.38
core_000487,487,core,missen,,verb,,1,"to miss, to lack",17.31
core_000488,488,core,morgen,,adv,,1,tomorrow,17.24
core_000489,489,core,antwoord,,noun,het,1,answer,17.23
core_000490,490,core,heten,,verb,,1,to be called,17.11
core_000491,491,core,persoonlijk,,adj,,1,personal,17.07
core_000492,492,core,voorbeeld,,noun,het,1,example,17.06
core_000493,493,core,weekend,,noun,het,1,weekend,17.06
core_000494,494,core,slagen,,verb,,1,to succeed,17.05
core_000495,495,core,doel,,noun,het,1,goal,17.03
core_000496,496,core,gelden,,verb,,1,to apply,17.01
core_000497,497,core,stappen,,verb,,1,to step,17.0
core_000498,498,core,licht,,noun,het,1,light,16.98
core_000499,499,core,klaar,,adj,,1,ready,16.95
core_000500,500,core,muziek,,noun,de,1,music,16.95
core_000501,501,core,ondanks,,prep,,1,in spite of,16.95
core_000502,502,core,liever,,adv,,1,rather,16.91
core_000503,503,core,twintig,,num,,1,twenty,16.73
core_000504,504,core,buurt,,noun,de,1,neighbourhood,16.7
core_000505,505,core,slachtoffer,,noun,het,1,victim,16.66
core_000506,506,core,reactie,,noun,de,1,reaction,16.65
core_000507,507,core,bekijken,,verb,,1,to look at,16.59
core_000508,508,core,contact,,noun,het,1,contact,16.57
core_000509,509,core,televisie,,noun,de,1,television,16.55
core_000510,510,core,tegenover,,prep,,1,"opposite, against",16.54
